,movieid,actorid,actor_movie_rank
14326,5904,2914846,11
14327,5904,2945461,40
14328,5904,2952298,52
14329,5904,3048027,14
14330,5904,3055362,10
14331,5904,3170888,46
14332,5904,3175174,30
14333,5904,3205509,54
14334,5904,3251997,26
14335,5904,3272248,19
14336,5904,3431361,13
14337,5904,3432727,47
14338,5904,3565816,62
14339,5904,3578768,68
14340,5904,3619702,41
14341,5904,3634449,7
14342,5904,3782389,3
14343,5904,3833564,55
14344,5904,3918481,33
14345,5906,663808,2
14346,5906,746160,1
14347,5906,1282396,4
14348,5906,2457211,3
14349,5906,3215266,6
14350,5907,19967,8
14351,5907,38916,16
14352,5907,83353,21
14353,5907,150691,10
14354,5907,265836,22
14355,5907,327169,28
14356,5907,689376,20
14357,5907,723689,19
14358,5907,732510,27
14359,5907,801731,12
14360,5907,842371,26
14361,5907,1145227,3
14362,5907,1189820,9
14363,5907,1253701,1
14364,5907,1372401,7
14365,5907,1480908,18
14366,5907,1592829,4
14367,5907,1878183,6
14368,5907,2041913,13
14369,5907,2240506,24
14370,5907,2275183,15
14371,5907,2294629,11
14372,5907,2368462,23
14373,5907,2398538,25
14374,5907,2593444,14
14375,5907,3369417,5
14376,5907,3444948,2
14377,5907,3520502,17
14378,5911,84720,4
14379,5911,133057,25
14380,5911,155099,36
14381,5911,234027,21
14382,5911,316365,8
14383,5911,344856,38
14384,5911,448709,9
14385,5911,503007,14
14386,5911,686034,6
14387,5911,900143,3
14388,5911,1297720,1
14389,5911,1330091,19
14390,5911,1429604,32
14391,5911,1664102,7
14392,5911,1671611,5
14393,5911,1702871,13
14394,5911,1929643,40
14395,5911,1984848,42
14396,5911,2012952,10
14397,5911,2063992,41
14398,5911,2103366,28
14399,5911,2143693,15
14400,5911,2341758,33
14401,5911,2616553,16
14402,5911,2628115,44
14403,5911,2657338,30
14404,5911,2874170,11
14405,5911,2876927,35
14406,5911,3103076,43
14407,5911,3122480,2
14408,5911,3133037,39
14409,5911,3199514,20
14410,5911,3316142,31
14411,5911,3464439,22
14412,5911,3502760,17
14413,5911,3590505,26
14414,5911,3596570,37
14415,5911,3624020,29
14416,5911,3735685,34
14417,5911,3809840,23
14418,5911,3816808,12
14419,5911,3858010,18
14420,5911,3884510,24
14421,5911,3911638,27
14422,5912,36650,8
14423,5912,49121,16
14424,5912,163458,21
14425,5912,466840,24
14426,5912,574640,9
14427,5912,578957,26
14428,5912,645375,14
14429,5912,823232,15
14430,5912,1048434,25
14431,5912,1093323,10
14432,5912,1398715,7
14433,5912,1513054,23
14434,5912,1631634,4
14435,5912,1882263,12
14436,5912,2124732,6
14437,5912,2166034,11
14438,5912,2187482,5
14439,5912,2719170,17
14440,5912,2747760,2
14441,5912,2820888,22
14442,5912,3008094,13
14443,5912,3011088,19
14444,5912,3744158,1
14445,5912,3808865,18
14446,5912,3886436,3
14447,5912,3888768,20
14448,5914,61523,2
14449,5914,124308,12
14450,5914,365943,20
14451,5914,491235,5
14452,5914,575236,16
14453,5914,590187,27
14454,5914,743147,11
14455,5914,817443,28
14456,5914,817787,13
14457,5914,1038329,8
14458,5914,1088142,29
14459,5914,1501056,23
14460,5914,1651283,9
14461,5914,1659494,17
14462,5914,1681146,1
14463,5914,1894972,18
14464,5914,2069530,10
14465,5914,2083901,7
14466,5914,2145900,19
14467,5914,2393502,15
14468,5914,2411110,4
14469,5914,2418041,25
14470,5914,2481490,24
14471,5914,2743729,6
14472,5914,2816291,26
14473,5914,2964654,21
14474,5914,3619413,14
14475,5914,3811915,22
14476,5914,3890203,3
14477,5915,211498,24
14478,5915,264009,17
14479,5915,270065,41
14480,5915,300060,20
14481,5915,316662,6
14482,5915,417919,21
14483,5915,457207,16
14484,5915,493390,9
14485,5915,554813,11
14486,5915,620496,38
14487,5915,621487,4
14488,5915,702631,3
14489,5915,721976,37
14490,5915,724409,15
14491,5915,731720,36
14492,5915,739581,42
14493,5915,750882,46
14494,5915,820258,39
14495,5915,820429,18
14496,5915,864472,45
14497,5915,890351,32
14498,5915,946135,23
14499,5915,1292135,1
14500,5915,1318800,12
14501,5915,1353262,27
14502,5915,1357992,28
14503,5915,1364295,31
14504,5915,1426079,30
14505,5915,1481715,8
14506,5915,1496608,22
14507,5915,1591069,40
14508,5915,1591099,26
14509,5915,1931290,5
14510,5915,1964922,29
14511,5915,2044105,19
14512,5915,2073473,49
14513,5915,2215286,47
14514,5915,2294338,14
14515,5915,2532241,2
14516,5915,2600722,43
14517,5915,2838429,48
14518,5915,3164303,34
14519,5915,3206966,10
14520,5915,3264957,33
14521,5915,3270687,7
14522,5915,3282889,35
14523,5915,3435338,13
14524,5915,3827359,25
14525,5915,3853058,44
14526,5941,63378,13
14527,5941,163557,17
14528,5941,219614,21
14529,5941,463959,3
14530,5941,497934,7
14531,5941,517448,16
14532,5941,521390,24
14533,5941,642022,26
14534,5941,802223,18
14535,5941,960984,30
14536,5941,1032641,25
14537,5941,1207955,1
14538,5941,1598021,6
14539,5941,1747111,22
14540,5941,1806938,4
14541,5941,1895558,27
14542,5941,1933701,20
14543,5941,2009798,11
14544,5941,2180604,10
14545,5941,2181063,5
14546,5941,2461085,28
14547,5941,2717361,14
14548,5941,2761427,2
14549,5941,3042156,23
14550,5941,3307737,9
14551,5941,3372349,15
14552,5941,3428990,8
14553,5941,3634793,12
14554,5941,3747523,19
14555,5941,3756577,29
14556,5942,39075,28
14557,5942,70954,56
14558,5942,99438,105
14559,5942,117694,53
14560,5942,153132,97
14561,5942,230493,68
14562,5942,238949,66
14563,5942,248115,102
14564,5942,275325,44
14565,5942,318153,93
14566,5942,320666,67
14567,5942,323506,27
14568,5942,332605,84
14569,5942,334447,69
14570,5942,348020,5
14571,5942,421156,41
14572,5942,421350,46
14573,5942,447473,83
14574,5942,471014,49
14575,5942,483523,61
14576,5942,494942,22
14577,5942,513687,26
14578,5942,592390,82
14579,5942,592552,94
14580,5942,616730,74
14581,5942,618132,4
14582,5942,628390,16
14583,5942,718284,65
14584,5942,720156,14
14585,5942,728816,90
14586,5942,748797,15
14587,5942,776938,85
14588,5942,810031,25
14589,5942,813450,75
14590,5942,884835,59
14591,5942,910482,37
14592,5942,916846,11
14593,5942,917474,19
14594,5942,928480,32
14595,5942,975299,23
14596,5942,984164,12
14597,5942,1020390,89
14598,5942,1050617,62
14599,5942,1058937,104
14600,5942,1065663,6
14601,5942,1066477,47
14602,5942,1100960,91
14603,5942,1156124,2
14604,5942,1181150,60
14605,5942,1215854,10
14606,5942,1216665,33
14607,5942,1386273,29
14608,5942,1392089,13
14609,5942,1408648,21
14610,5942,1515477,31
14611,5942,1579919,35
14612,5942,1579920,79
14613,5942,1595820,95
14614,5942,1620949,3
14615,5942,1655927,80
14616,5942,1734833,96
14617,5942,1759833,48
14618,5942,1812651,103
14619,5942,1828169,88
14620,5942,1885309,106
14621,5942,1893964,42
14622,5942,1901229,57
14623,5942,1962717,55
14624,5942,1990082,92
14625,5942,2056174,36
14626,5942,2114493,58
14627,5942,2165022,86
14628,5942,2178480,107
14629,5942,2200113,81
14630,5942,2265847,50
14631,5942,2326455,2
14632,5942,2340972,87
14633,5942,2343260,76
14634,5942,2398415,18
14635,5942,2399741,7
14636,5942,2403152,78
14637,5942,2448530,77
14638,5942,2547197,20
14639,5942,2547230,9
14640,5942,2593672,64
14641,5942,2666489,30
14642,5942,2680827,17
14643,5942,2683849,70
14644,5942,2746177,72
14645,5942,2779246,39
14646,5942,2998957,71
14647,5942,3132077,100
14648,5942,3263660,98
14649,5942,3263687,51
14650,5942,3305491,24
14651,5942,3322096,54
14652,5942,3330041,73
14653,5942,3518003,45
14654,5942,3528120,40
14655,5942,3548315,108
14656,5942,3561349,101
14657,5942,3571847,34
14658,5942,3580930,63
14659,5942,3639386,38
14660,5942,3681706,8
14661,5942,3716333,99
14662,5942,3834602,43
14663,5942,3947772,52
14664,5958,154163,13
14665,5958,154166,14
14666,5958,170162,15
14667,5958,258735,31
14668,5958,292938,21
14669,5958,383100,22
14670,5958,577068,24
14671,5958,698462,6
14672,5958,720541,1
14673,5958,780403,28
14674,5958,845450,9
14675,5958,932363,17
14676,5958,1021526,4
14677,5958,1024208,18
14678,5958,1091192,20
14679,5958,1119764,3
14680,5958,1187277,8
14681,5958,1374719,2
14682,5958,1496511,32
14683,5958,2139786,29
14684,5958,2254125,7
14685,5958,2278921,30
14686,5958,2444340,16
14687,5958,2688955,5
14688,5958,2737531,25
14689,5958,2738396,12
14690,5958,3019879,10
14691,5958,3149811,26
14692,5958,3558643,19
14693,5958,3610643,11
14694,5958,3648457,23
14695,5958,3699154,33
14696,5958,3860781,27
14697,5959,25283,15
14698,5959,176467,20
14699,5959,360544,9
14700,5959,401246,8
14701,5959,485469,39
14702,5959,606050,24
14703,5959,613501,30
14704,5959,721557,22
14705,5959,869888,19
14706,5959,968697,27
14707,5959,1036269,33
14708,5959,1166002,25
14709,5959,1200586,5
14710,5959,1273531,3
14711,5959,1288686,31
14712,5959,1375188,41
14713,5959,1726318,4
14714,5959,1848718,29
14715,5959,1862552,13
14716,5959,2124477,14
14717,5959,2196200,38
14718,5959,2196393,42
14719,5959,2258398,32
14720,5959,2295099,11
14721,5959,2562986,26
14722,5959,2698924,6
14723,5959,2754574,12
14724,5959,2805154,2
14725,5959,2817817,34
14726,5959,3049921,23
14727,5959,3124172,37
14728,5959,3148065,16
14729,5959,3177334,35
14730,5959,3233243,18
14731,5959,3252644,43
14732,5959,3257358,1
14733,5959,3322476,10
14734,5959,3364242,40
14735,5959,3443625,21
14736,5959,3530946,17
14737,5959,3624900,36
14738,5959,3742889,28
14739,5959,3826160,7
14740,5962,8232,3
14741,5962,51279,16
14742,5962,400778,14
14743,5962,957768,11
14744,5962,1155193,1
14745,5962,1275887,6
14746,5962,1324335,10
14747,5962,1518203,5
14748,5962,1593657,4
14749,5962,1984971,8
14750,5962,2632615,7
14751,5962,2656497,13
14752,5962,3700545,12
14753,5962,3775196,15
14754,5962,3937063,2
14755,5963,252534,13
14756,5963,276180,15
14757,5963,428642,3
14758,5963,459599,10
14759,5963,670956,6
14760,5963,706257,8
14761,5963,822812,4
14762,5963,880476,1
14763,5963,1544316,14
14764,5963,1756321,2
14765,5963,1765151,5
14766,5963,1814795,12
14767,5963,2736988,9
14768,5963,3540030,11
14769,5963,3577260,7
14770,5964,397362,22
14771,5964,531171,17
14772,5964,630877,4
14773,5964,674712,11
14774,5964,774153,6
14775,5964,997207,23
14776,5964,1459502,15
14777,5964,1493719,16
14778,5964,1930786,18
14779,5964,2125863,2
14780,5964,2563589,13
14781,5964,2668298,1
14782,5964,2728062,19
14783,5964,2841814,9
14784,5964,2846987,12
14785,5964,2935752,3
14786,5964,3028176,24
14787,5964,3071795,14
14788,5964,3079956,8
14789,5964,3097210,5
14790,5964,3194861,21
14791,5964,3196721,7
14792,5964,3384739,20
14793,5964,3950261,10
14794,6055,67396,17
14795,6055,75071,18
14796,6055,276785,40
14797,6055,459501,39
14798,6055,482945,22
14799,6055,641729,8
14800,6055,874115,13
14801,6055,914010,29
14802,6055,1072075,7
14803,6055,1197715,24
14804,6055,1294403,27
14805,6055,1348041,1
14806,6055,1441986,3
14807,6055,1758131,12
14808,6055,2180845,26
14809,6055,2229825,30
14810,6055,2430575,10
14811,6055,2466959,32
14812,6055,2485458,11
14813,6055,2613460,4
14814,6055,2717026,15
14815,6055,2719796,21
14816,6055,2732004,36
14817,6055,2843985,38
14818,6055,2871259,31
14819,6055,3019879,6
14820,6055,3068854,35
14821,6055,3270687,5
14822,6055,3281095,28
14823,6055,3283147,16
14824,6055,3316278,23
14825,6055,3426287,14
14826,6055,3493154,20
14827,6055,3800519,34
14828,6055,3842324,2
14829,6055,3896191,25
14830,6055,3907377,9
14831,6055,3908400,37
14832,6055,3915693,33
14833,6055,3929965,19
14834,6056,32719,45
14835,6056,148209,38
14836,6056,183191,17
14837,6056,183200,18
14838,6056,196698,36
14839,6056,587780,16
14840,6056,619285,31
14841,6056,692258,39
14842,6056,764798,34
14843,6056,780126,32
14844,6056,837294,5
14845,6056,884838,30
14846,6056,921198,37
14847,6056,990922,22
14848,6056,1177571,46
14849,6056,1206914,9
14850,6056,1314971,6
14851,6056,1357663,24
14852,6056,1389807,40
14853,6056,1390700,15
14854,6056,1395129,29
14855,6056,1405408,21
14856,6056,1480185,2
14857,6056,1572525,28
14858,6056,1612051,26
14859,6056,1613296,14
14860,6056,1742460,43
14861,6056,1772005,44
14862,6056,1778797,12
14863,6056,1891897,41
14864,6056,2154474,42
14865,6056,2491058,25
14866,6056,2716060,27
14867,6056,2817304,23
14868,6056,3052859,3
14869,6056,3065944,8
14870,6056,3068653,19
14871,6056,3070083,35
14872,6056,3117560,1
14873,6056,3399963,7
14874,6056,3423453,20
14875,6056,3465492,10
14876,6056,3518882,4
14877,6056,3578056,11
14878,6056,3743459,33
14879,6056,3903092,13
14880,6057,272260,16
14881,6057,304561,33
14882,6057,377233,45
14883,6057,386263,1
14884,6057,386432,17
14885,6057,471655,8
14886,6057,721758,21
14887,6057,721841,4
14888,6057,822064,5
14889,6057,874051,10
14890,6057,905153,12
14891,6057,911555,31
14892,6057,945867,11
14893,6057,953191,29
14894,6057,990197,22
14895,6057,1025828,23
14896,6057,1026495,34
14897,6057,1081592,24
14898,6057,1205352,43
14899,6057,1296308,32
14900,6057,1344297,37
14901,6057,1526636,19
14902,6057,1561814,35
14903,6057,1721320,15
14904,6057,1787482,44
14905,6057,2180499,25
14906,6057,2203443,26
14907,6057,2260528,3
14908,6057,2342319,46
14909,6057,2421481,28
14910,6057,2453547,30
14911,6057,2481470,2
14912,6057,2505096,27
14913,6057,2518250,7
14914,6057,2592852,36
14915,6057,2648709,20
14916,6057,2770192,14
14917,6057,3154074,38
14918,6057,3163317,18
14919,6057,3168370,42
14920,6057,3206725,9
14921,6057,3461032,39
14922,6057,3556155,13
14923,6057,3649882,40
14924,6057,3690723,41
14925,6057,3925602,6
14926,6058,17838,1
14927,6058,46723,15
14928,6058,107073,11
14929,6058,123811,43
14930,6058,181248,13
14931,6058,196853,20
14932,6058,278235,36
14933,6058,418203,53
14934,6058,444208,44
14935,6058,457761,50
14936,6058,605274,31
14937,6058,623809,4
14938,6058,678674,25
14939,6058,692749,3
14940,6058,696069,5
14941,6058,722912,18
14942,6058,787130,16
14943,6058,862990,60
14944,6058,897761,24
14945,6058,1052881,45
14946,6058,1120497,55
14947,6058,1167147,14
14948,6058,1234959,58
14949,6058,1305883,38
14950,6058,1352635,10
14951,6058,1403886,47
14952,6058,1459806,32
14953,6058,1527849,30
14954,6058,1539516,49
14955,6058,1539746,54
14956,6058,1545472,26
14957,6058,1663923,22
14958,6058,1681629,12
14959,6058,1711029,9
14960,6058,1725657,35
14961,6058,1737482,8
14962,6058,1835093,41
14963,6058,1897636,37
14964,6058,1968531,17
14965,6058,2140748,40
14966,6058,2142714,33
14967,6058,2171028,56
14968,6058,2208965,29
14969,6058,2266990,6
14970,6058,2325010,46
14971,6058,2428034,23
14972,6058,2469261,59
14973,6058,2484054,34
14974,6058,2486312,48
14975,6058,2818228,27
14976,6058,2875275,39
14977,6058,2879624,21
14978,6058,2991079,2
14979,6058,2996605,28
14980,6058,3371745,19
14981,6058,3512136,57
14982,6058,3559810,7
14983,6058,3588839,42
14984,6058,3636808,52
14985,6060,365546,9
14986,6060,390801,14
14987,6060,416718,19
14988,6060,448709,5
14989,6060,932353,18
14990,6060,1201085,8
14991,6060,1475099,4
14992,6060,1597916,7
14993,6060,1970009,12
14994,6060,1985856,20
14995,6060,2046826,1
14996,6060,2453822,3
14997,6060,2618650,16
14998,6060,2768829,15
14999,6060,2790039,10
15000,6060,2867959,2
15001,6060,3373245,6
15002,6060,3572663,11
15003,6060,3707256,17
15004,6060,3914139,13
15005,6063,17842,1
15006,6063,512455,2
15007,6066,545800,12
15008,6066,703540,6
15009,6066,921591,13
15010,6066,944750,7
15011,6066,993020,1
15012,6066,1290255,19
15013,6066,1403786,14
15014,6066,1439789,10
15015,6066,1445367,4
15016,6066,1523280,9
15017,6066,1705698,5
15018,6066,1743523,3
15019,6066,2164877,20
15020,6066,2195182,11
15021,6066,2456923,17
15022,6066,2480470,18
15023,6066,2631636,2
15024,6066,2698279,15
15025,6066,2842053,16
15026,6066,3020859,8
15027,6087,35434,2
15028,6087,44393,3
15029,6087,46775,4
15030,6087,78809,5
15031,6087,258037,6
15032,6087,278298,7
15033,6087,319417,8
15034,6087,322200,9
15035,6087,333269,10
15036,6087,338176,11
15037,6087,355771,12
15038,6087,371063,13
15039,6087,408272,14
15040,6087,424109,15
15041,6087,427283,16
15042,6087,455207,17
15043,6087,459746,18
15044,6087,485300,19
15045,6087,499715,20
15046,6087,515252,21
15047,6087,524652,22
15048,6087,612026,24
15049,6087,631042,25
15050,6087,637356,26
15051,6087,686036,27
15052,6087,721524,28
15053,6087,728325,29
15054,6087,730978,30
15055,6087,742095,31
15056,6087,763501,32
15057,6087,768764,33
15058,6087,794333,34
15059,6087,850872,36
15060,6087,853142,37
15061,6087,861290,38
15062,6087,874709,39
15063,6087,877866,40
15064,6087,1016052,42
15065,6087,1016295,43
15066,6087,1024875,44
15067,6087,1034734,45
15068,6087,1035291,46
15069,6087,1044781,47
15070,6087,1199019,49
15071,6087,1201742,50
15072,6087,1213069,51
15073,6087,1276009,52
15074,6087,1291173,53
15075,6087,1321190,54
15076,6087,1339517,55
15077,6087,1355752,56
15078,6087,1362864,57
15079,6087,1412244,58
15080,6087,1420743,59
15081,6087,1432923,60
15082,6087,1455201,61
15083,6087,1468524,62
15084,6087,1481361,63
15085,6087,1482216,64
15086,6087,1501547,65
15087,6087,1572733,67
15088,6087,1644137,68
15089,6087,1653645,69
15090,6087,1668650,70
15091,6087,1684155,71
15092,6087,1833774,72
15093,6087,1842086,74
15094,6087,1843101,75
15095,6087,1853561,76
15096,6087,1886970,77
15097,6087,1950296,79
15098,6087,1976889,80
15099,6087,2015141,81
15100,6087,2053613,82
15101,6087,2093471,83
15102,6087,2160835,85
15103,6087,2164660,87
15104,6087,2177600,89
15105,6087,2197641,90
15106,6087,2211074,91
15107,6087,2218613,92
15108,6087,2256779,93
15109,6087,2320276,94
15110,6087,2330997,95
15111,6087,2411604,96
15112,6087,2413712,97
15113,6087,2430582,98
15114,6087,2559267,1
15115,6087,2876976,23
15116,6087,3100846,41
15117,6087,3166651,48
15118,6087,3385019,66
15119,6087,3571503,73
15120,6087,3623439,78
15121,6087,3731980,84
15122,6087,3744158,86
15123,6087,3752367,88
15124,6087,3755318,35
15125,6089,13619,64
15126,6089,80469,44
15127,6089,86971,42
15128,6089,125633,39
15129,6089,333663,24
15130,6089,350818,55
15131,6089,364082,25
15132,6089,462304,59
15133,6089,464735,27
15134,6089,479894,52
15135,6089,663613,47
15136,6089,708940,2
15137,6089,717985,21
15138,6089,720203,14
15139,6089,843549,63
15140,6089,845450,54
15141,6089,857864,57
15142,6089,890351,38
15143,6089,963683,62
15144,6089,965312,56
15145,6089,969890,31
15146,6089,1019753,35
15147,6089,1032815,45
15148,6089,1087264,65
15149,6089,1128153,50
15150,6089,1189229,9
15151,6089,1219064,51
15152,6089,1276336,13
15153,6089,1294054,40
15154,6089,1387107,61
15155,6089,1555598,53
15156,6089,1581159,30
15157,6089,1666501,60
15158,6089,1772876,58
15159,6089,1795068,26
15160,6089,1809236,4
15161,6089,1835355,16
15162,6089,1890072,43
15163,6089,2060313,11
15164,6089,2149685,48
15165,6089,2255950,41
15166,6089,2270371,46
15167,6089,2369664,3
15168,6089,2417591,12
15169,6089,2425968,49
15170,6089,2471406,22
15171,6089,2480947,1
15172,6089,2719750,36
15173,6089,2719764,37
15174,6089,2745235,18
15175,6089,2828380,10
15176,6089,2885315,29
15177,6089,2916278,17
15178,6089,2938710,33
15179,6089,3118810,34
15180,6089,3162468,23
15181,6089,3198624,20
15182,6089,3208190,28
15183,6089,3283242,6
15184,6089,3559810,5
15185,6089,3598348,8
15186,6089,3602116,7
15187,6089,3701368,19
15188,6089,3793312,15
15189,6089,3920204,32
15190,6090,123731,3
15191,6090,244240,4
15192,6090,312742,10
15193,6090,481053,7
15194,6090,559960,6
15195,6090,600811,17
15196,6090,993483,20
15197,6090,1074370,33
15198,6090,1274338,35
15199,6090,1381033,9
15200,6090,1474556,8
15201,6090,1554701,24
15202,6090,1682967,25
15203,6090,1742302,11
15204,6090,1768632,26
15205,6090,1892573,14
15206,6090,1912707,38
15207,6090,1988234,2
15208,6090,2033355,37
15209,6090,2131267,30
15210,6090,2326097,19
15211,6090,2448483,5
15212,6090,2506459,21
15213,6090,2534158,36
15214,6090,2541295,29
15215,6090,2546788,31
15216,6090,2710843,23
15217,6090,2737875,12
15218,6090,2878184,15
15219,6090,3002877,1
15220,6090,3011424,28
15221,6090,3160200,27
15222,6090,3466414,32
15223,6090,3485796,13
15224,6090,3509929,22
15225,6090,3541481,16
15226,6090,3704897,16
15227,6090,3721797,18
15228,6094,90528,28
15229,6094,242566,27
15230,6094,333204,5
15231,6094,394520,26
15232,6094,414207,21
15233,6094,466938,32
15234,6094,564925,29
15235,6094,568904,31
15236,6094,592785,17
15237,6094,829920,7
15238,6094,1119440,23
15239,6094,1269435,24
15240,6094,1302902,34
15241,6094,1456101,14
15242,6094,1479465,30
15243,6094,1596970,8
15244,6094,1670318,20
15245,6094,1733191,1
15246,6094,1813163,9
15247,6094,1825478,10
15248,6094,1904220,11
15249,6094,1914867,15
15250,6094,1914870,12
15251,6094,1962015,4
15252,6094,2004867,25
15253,6094,2050044,2
15254,6094,2186951,3
15255,6094,2193977,22
15256,6094,2411110,13
15257,6094,2569547,19
15258,6094,2905977,6
15259,6094,2919996,16
15260,6094,3512640,33
15261,6094,3668873,18
15262,6097,61523,4
15263,6097,89972,5
15264,6097,125287,42
15265,6097,468259,18
15266,6097,474269,30
15267,6097,506042,6
15268,6097,514289,38
15269,6097,567807,45
15270,6097,574249,47
15271,6097,591435,2
15272,6097,595253,39
15273,6097,610463,9
15274,6097,638899,31
15275,6097,942820,40
15276,6097,1007104,28
15277,6097,1069229,8
15278,6097,1104886,19
15279,6097,1125788,37
15280,6097,1190754,43
15281,6097,1205918,27
15282,6097,1329956,1
15283,6097,1370986,48
15284,6097,1457401,23
15285,6097,1457593,26
15286,6097,1478891,34
15287,6097,1615918,41
15288,6097,1648538,25
15289,6097,1651739,15
15290,6097,1712879,33
15291,6097,1743921,14
15292,6097,1797925,35
15293,6097,1853352,17
15294,6097,2065727,11
15295,6097,2166875,44
15296,6097,2167628,24
15297,6097,2203858,29
15298,6097,2311536,12
15299,6097,2424489,36
15300,6097,2525379,16
15301,6097,2528120,13
15302,6097,2719444,22
15303,6097,2894122,46
15304,6097,2981758,20
15305,6097,3116114,4
15306,6097,3122371,10
15307,6097,3377134,21
15308,6097,3842324,7
15309,6098,222495,21
15310,6098,322458,3
15311,6098,478690,8
15312,6098,655694,18
15313,6098,681205,16
15314,6098,713208,1
15315,6098,914022,6
15316,6098,1480685,20
15317,6098,1647357,5
15318,6098,1658378,14
15319,6098,1896425,7
15320,6098,2029841,9
15321,6098,2199672,19
15322,6098,2460412,12
15323,6098,2896291,13
15324,6098,2909944,15
15325,6098,2916526,10
15326,6098,3068595,23
15327,6098,3085464,17
15328,6098,3596422,4
15329,6098,3610472,2
15330,6098,3765335,11
15331,6098,3788866,22
15332,6113,14891,36
15333,6113,51286,38
15334,6113,231785,28
15335,6113,311622,14
15336,6113,467711,18
15337,6113,504323,39
15338,6113,594429,51
15339,6113,664767,23
15340,6113,786481,32
15341,6113,940290,11
15342,6113,957072,12
15343,6113,1024134,29
15344,6113,1079356,13
15345,6113,1115141,7
15346,6113,1128611,46
15347,6113,1274587,21
15348,6113,1324612,3
15349,6113,1379597,16
15350,6113,1444419,1
15351,6113,1538568,15
15352,6113,1693350,17
15353,6113,1710271,47
15354,6113,1842086,27
15355,6113,1962015,9
15356,6113,2135093,19
15357,6113,2168380,48
15358,6113,2194926,31
15359,6113,2424129,22
15360,6113,2429785,25
15361,6113,2437566,20
15362,6113,2526438,45
15363,6113,2558615,44
15364,6113,2654639,34
15365,6113,2708372,43
15366,6113,2715393,6
15367,6113,2752042,30
15368,6113,2754641,33
15369,6113,2955150,26
15370,6113,3025875,50
15371,6113,3052602,49
15372,6113,3138576,41
15373,6113,3165624,24
15374,6113,3372526,35
15375,6113,3429817,37
15376,6113,3482713,42
15377,6113,3556171,4
15378,6113,3569402,40
15379,6113,3576136,8
15380,6113,3578353,2
15381,6113,3730323,5
15382,6113,3905171,10
15383,6114,19356,12
15384,6114,72848,50
15385,6114,76812,49
15386,6114,113968,51
15387,6114,256244,11
15388,6114,308060,45
15389,6114,372241,52
15390,6114,384150,53
15391,6114,392436,33
15392,6114,404395,25
15393,6114,406221,6
15394,6114,420788,55
15395,6114,431385,39
15396,6114,516262,30
15397,6114,524858,27
15398,6114,576316,56
15399,6114,581674,57
15400,6114,582922,58
15401,6114,605100,36
15402,6114,682229,59
15403,6114,685069,31
15404,6114,748245,8
15405,6114,781474,60
15406,6114,785036,61
15407,6114,793232,47
15408,6114,822516,41
15409,6114,905945,16
15410,6114,937515,46
15411,6114,951580,3
15412,6114,1056763,7
15413,6114,1090342,19
15414,6114,1401445,66
15415,6114,1453010,22
15416,6114,1517547,23
15417,6114,1523503,5
15418,6114,1606150,24
15419,6114,1652313,69
15420,6114,1678094,70
15421,6114,1706008,18
15422,6114,1894588,35
15423,6114,1968773,17
15424,6114,2005034,37
15425,6114,2076145,28
15426,6114,2128363,10
15427,6114,2133494,29
15428,6114,2138382,9
15429,6114,2215005,75
15430,6114,2215006,76
15431,6114,2357546,38
15432,6114,2369075,40
15433,6114,2369458,48
15434,6114,2411931,4
15435,6114,2476829,1
15436,6114,2496668,42
15437,6114,2655578,2
15438,6114,2729672,13
15439,6114,2729675,14
15440,6114,2786950,54
15441,6114,2855191,32
15442,6114,2954071,20
15443,6114,3123745,62
15444,6114,3168924,43
15445,6114,3173564,63
15446,6114,3182102,64
15447,6114,3224754,65
15448,6114,3339424,67
15449,6114,3347092,68
15450,6114,3375465,34
15451,6114,3460804,44
15452,6114,3483242,26
15453,6114,3483622,77
15454,6114,3487134,21
15455,6114,3489436,71
15456,6114,3499211,15
15457,6114,3578277,72
15458,6114,3578281,73
15459,6114,3704739,74
15460,6116,96742,22
15461,6116,129112,2
15462,6116,143518,6
15463,6116,499339,29
15464,6116,700526,33
15465,6116,845450,13
15466,6116,878414,27
15467,6116,1023299,14
15468,6116,1147086,23
15469,6116,1151798,28
15470,6116,1200268,31
15471,6116,1219583,35
15472,6116,1278361,40
15473,6116,1341343,39
15474,6116,1510983,38
15475,6116,1662985,5
15476,6116,1759547,36
15477,6116,1786981,9
15478,6116,1817818,7
15479,6116,1949515,37
15480,6116,2428315,8
15481,6116,2492146,19
15482,6116,2541186,30
15483,6116,2650305,3
15484,6116,2679685,34
15485,6116,2753790,11
15486,6116,2780736,24
15487,6116,2853902,10
15488,6116,2864347,12
15489,6116,2881806,25
15490,6116,3075003,18
15491,6116,3159375,26
15492,6116,3375959,1
15493,6116,3376252,4
15494,6116,3377780,15
15495,6116,3423681,16
15496,6116,3472338,20
15497,6116,3554682,17
15498,6116,3688990,21
15499,6116,3776196,32
15500,6119,40861,16
15501,6119,144526,38
15502,6119,205149,23
15503,6119,387031,10
15504,6119,395279,15
15505,6119,691496,14
15506,6119,812960,24
15507,6119,813864,17
15508,6119,927559,37
15509,6119,936082,7
15510,6119,1185448,4
15511,6119,1340502,36
15512,6119,1595863,39
15513,6119,1908517,3
15514,6119,2366641,19
15515,6119,2668819,32
15516,6119,2673797,26
15517,6119,2691070,35
15518,6119,3176332,13
15519,6119,3180698,21
15520,6119,3191164,31
15521,6119,3201051,9
